timestamp,sleepStage
 608363730,N2
 608363760,N2
 608363790,N3
 608363820,N2
 608363850,N2
 608363880,N2
 608363910,N2
 608363940,N2
 608363970,N2
 608364000,N2
 608364030,N2
 608364060,N2
 608364090,N2
 608364120,N2
 608364150,N2
 608364180,N2
 608364210,N2
 608364240,N2
 608364270,N1
 608364300,N2
 608364330,N2
 608364360,N2
 608364390,N2
 608364420,N2
 608364450,N2
 608364480,N2
 608364510,N2
 608364540,N2
 608364570,N2
 608364600,N2
 608364630,N2
 608364660,N2
 608364690,N2
 608364720,N2
 608364750,N1
 608364780,W
 608364810,W
 608364840,W
 608364870,N1
 608364900,N1
 608364930,N1
 608364960,N1
 608364990,N1
 608365020,N1
 608365050,N1
 608365080,N2
 608365110,N2
 608365140,N2
 608365170,N2
 608365200,N2
 608365230,N2
 608365260,N2
 608365290,N2
 608365320,N1
 608365350,N1
 608365380,N1
 608365410,N2
 608365440,N2
 608365470,N2
 608365500,N2
 608365530,N2
 608365560,N2
 608365590,N2
 608365620,N2
 608365650,REM
 608365680,N1
 608365710,N2
 608365740,REM
 608365770,REM
 608365800,REM
 608365830,N1
 608365860,N1
 608365890,W
 608365920,N1
 608365950,N1
 608365980,N2
 608366010,N2
 608366040,N2
 608366070,N2
 608366100,N2
 608366130,N2
 608366160,N2
 608366190,W
 608366220,N1
 608366250,N1
 608366280,N2
 608366310,N2
 608366340,N2
 608366370,N2
 608366400,N2
 608366430,N2
 608366460,N2
 608366490,REM
 608366520,REM
 608366550,REM
 608366580,REM
 608366610,REM
 608366640,REM
 608366670,REM
 608366700,REM
 608366730,REM
 608366760,REM
 608366790,REM
 608366820,REM
 608366850,REM
 608366880,W
 608366910,W
 608366940,N1
 608366970,N1
 608367000,REM
 608367030,REM
 608367060,REM
 608367090,REM
 608367120,REM
 608367150,REM
 608367180,REM
 608367210,REM
 608367240,REM
 608367270,REM
 608367300,REM
 608367330,REM
 608367360,REM
 608367390,N1
 608367420,N1
 608367450,REM
 608367480,REM
 608367510,W
 608367540,W
 608367570,N1
 608367600,N1
 608367630,N2
 608367660,N2
 608367690,N2
 608367720,N2
 608367750,N2
 608367780,N2
 608367810,N2
 608367840,N2
 608367870,N2
 608367900,W
 608367930,W
 608367960,W
 608367990,W
 608368020,W
 608368050,W
 608368080,W
 608368110,W
 608368140,W
 608368170,W
 608368200,W
 608368230,W
 608368260,W
 608368290,W
 608368320,W
 608368350,W
 608368380,W
 608368410,W
 608368440,W
 608368470,W
 608368500,W
 608368530,W
 608368560,W
 608368590,W
 608368620,W
 608368650,W
 608368680,W
 608368710,W
 608368740,W
 608368770,W
 608368800,W
 608368830,W
 608368860,W
 608368890,W
 608368920,W
 608368950,W
 608368980,W
 608369010,W
 608369040,W
 608369070,W
 608369100,W
 608369130,W
 608369160,W
 608369190,W
 608369220,W
 608369250,W
 608369280,W
 608369310,W
 608369340,W
 608369370,W
 608369400,W
