timestamp,sleep_stage
 637461420,3
 637461450,3
 637461480,2
 637461510,3
 637461540,2
 637461570,2
 637461600,2
 637461630,2
 637461660,2
 637461690,2
 637461720,2
 637461750,3
 637461780,2
 637461810,2
 637461840,2
 637461870,2
 637461900,2
 637461930,2
 637461960,2
 637461990,2
 637462020,2
 637462050,2
 637462080,2
 637462110,2
 637462140,2
 637462170,3
 637462200,3
 637462230,2
 637462260,2
 637462290,2
 637462320,2
 637462350,2
 637462380,2
 637462410,3
 637462440,3
 637462470,3
 637462500,3
 637462530,3
 637462560,3
 637462590,3
 637462620,3
 637462650,3
 637462680,3
 637462710,3
 637462740,3
 637462770,3
 637462800,2
 637462830,2
 637462860,2
 637462890,2
 637462920,2
 637462950,3
 637462980,2
 637463010,2
 637463040,2
 637463070,2
 637463100,2
 637463130,2
 637463160,2
 637463190,3
 637463220,3
 637463250,3
 637463280,2
 637463310,2
 637463340,2
 637463370,2
 637463400,2
 637463430,2
 637463460,2
 637463490,2
 637463520,2
 637463550,2
 637463580,2
 637463610,2
 637463640,2
 637463670,2
 637463700,2
 637463730,2
 637463760,2
 637463790,0
 637463820,1
 637463850,1
 637463880,1
 637463910,1
 637463940,1
 637463970,2
 637464000,2
 637464030,2
 637464060,2
 637464090,4
 637464120,4
 637464150,4
 637464180,4
 637464210,4
 637464240,4
 637464270,4
 637464300,1
 637464330,1
 637464360,1
 637464390,4
 637464420,4
 637464450,4
 637464480,4
 637464510,0
 637464540,1
 637464570,1
 637464600,1
 637464630,4
 637464660,4
 637464690,4
 637464720,4
 637464750,4
 637464780,4
 637464810,2
 637464840,2
 637464870,2
 637464900,2
 637464930,2
 637464960,2
 637464990,2
 637465020,2
 637465050,1
 637465080,1
 637465110,1
 637465140,1
 637465170,1
 637465200,1
 637465230,1
 637465260,1
 637465290,2
 637465320,2
 637465350,2
 637465380,2
 637465410,2
 637465440,4
 637465470,4
 637465500,1
 637465530,2
 637465560,2
 637465590,2
 637465620,2
 637465650,2
 637465680,2
 637465710,2
 637465740,2
 637465770,2
 637465800,2
 637465830,2
 637465860,2
 637465890,2
 637465920,2
 637465950,2
 637465980,2
 637466010,2
 637466040,2
 637466070,2
 637466100,2
 637466130,2
 637466160,2
 637466190,2
 637466220,2
 637466250,2
 637466280,2
 637466310,2
 637466340,2
 637466370,2
 637466400,2
 637466430,2
 637466460,2
 637466490,2
 637466520,2
 637466550,1
 637466580,1
 637466610,1
 637466640,1
 637466670,1
 637466700,1
 637466730,1
 637466760,1
 637466790,0
 637466820,0
 637466850,0
 637466880,1
 637466910,1
 637466940,1
 637466970,1
 637467000,1
 637467030,1
 637467060,2
 637467090,2
 637467120,2
 637467150,2
 637467180,2
 637467210,2
 637467240,2
 637467270,2
 637467300,2
 637467330,2
 637467360,2
 637467390,2
 637467420,2
 637467450,2
 637467480,2
 637467510,2
 637467540,2
 637467570,2
 637467600,2
 637467630,2
 637467660,2
 637467690,2
 637467720,2
 637467750,2
 637467780,2
 637467810,2
 637467840,2
 637467870,2
 637467900,2
 637467930,2
 637467960,2
 637467990,2
 637468020,2
 637468050,2
 637468080,2
 637468110,2
 637468140,2
 637468170,2
 637468200,2
 637468230,2
 637468260,2
 637468290,2
 637468320,2
 637468350,2
 637468380,2
 637468410,2
 637468440,2
 637468470,2
 637468500,2
 637468530,2
 637468560,2
 637468590,2
 637468620,2
 637468650,2
 637468680,2
 637468710,2
 637468740,2
 637468770,2
 637468800,2
 637468830,3
 637468860,3
 637468890,3
 637468920,3
 637468950,3
 637468980,2
 637469010,2
 637469040,2
 637469070,2
 637469100,2
 637469130,0
 637469160,0
 637469190,1
 637469220,1
 637469250,1
 637469280,1
 637469310,1
 637469340,1
 637469370,1
 637469400,1
 637469430,2
 637469460,2
 637469490,2
 637469520,2
 637469550,2
 637469580,2
 637469610,2
 637469640,2
 637469670,2
 637469700,2
 637469730,2
 637469760,1
 637469790,1
 637469820,1
 637469850,1
 637469880,1
 637469910,1
 637469940,1
 637469970,1
 637470000,1
 637470030,1
 637470060,1
 637470090,2
 637470120,2
 637470150,2
 637470180,2
 637470210,2
 637470240,0
 637470270,0
 637470300,0
 637470330,0
 637470360,0
 637470390,0
 637470420,0
 637470450,1
 637470480,1
 637470510,4
 637470540,4
 637470570,4
 637470600,4
 637470630,4
 637470660,4
 637470690,4
 637470720,4
 637470750,4
 637470780,4
 637470810,4
 637470840,4
 637470870,4
 637470900,4
 637470930,4
 637470960,4
 637470990,4
 637471020,4
 637471050,4
 637471080,4
 637471110,4
 637471140,4
 637471170,4
 637471200,4
 637471230,4
 637471260,4
 637471290,4
 637471320,4
 637471350,4
 637471380,4
 637471410,4
 637471440,4
 637471470,4
 637471500,4
 637471530,4
 637471560,4
 637471590,4
 637471620,4
 637471650,4
 637471680,4
 637471710,4
 637471740,4
 637471770,4
 637471800,4
 637471830,4
 637471860,4
 637471890,4
 637471920,4
 637471950,4
 637471980,4
 637472010,4
 637472040,4
 637472070,0
 637472100,0
 637472130,0
 637472160,1
 637472190,1
 637472220,1
 637472250,1
 637472280,1
 637472310,1
 637472340,1
 637472370,1
 637472400,1
 637472430,1
 637472460,2
 637472490,2
 637472520,2
 637472550,2
 637472580,2
 637472610,2
 637472640,2
 637472670,2
 637472700,2
 637472730,2
 637472760,2
 637472790,2
 637472820,2
 637472850,2
 637472880,2
 637472910,2
 637472940,2
 637472970,2
 637473000,2
 637473030,2
 637473060,2
 637473090,2
 637473120,1
 637473150,1
 637473180,1
 637473210,1
 637473240,1
 637473270,1
 637473300,1
 637473330,1
 637473360,1
 637473390,1
 637473420,1
 637473450,1
 637473480,1
 637473510,1
 637473540,2
 637473570,2
 637473600,2
 637473630,2
 637473660,2
 637473690,2
 637473720,2
 637473750,2
 637473780,2
 637473810,2
 637473840,2
 637473870,2
 637473900,2
 637473930,2
 637473960,2
 637473990,2
 637474020,2
 637474050,2
 637474080,2
 637474110,2
 637474140,2
 637474170,2
 637474200,2
 637474230,2
 637474260,2
 637474290,2
 637474320,2
 637474350,2
 637474380,2
 637474410,2
 637474440,2
 637474470,2
 637474500,2
 637474530,2
 637474560,2
 637474590,2
 637474620,2
 637474650,2
 637474680,2
 637474710,2
 637474740,2
 637474770,2
 637474800,2
 637474830,2
 637474860,2
 637474890,2
 637474920,2
 637474950,2
 637474980,2
 637475010,2
 637475040,2
 637475070,2
 637475100,2
 637475130,2
 637475160,2
 637475190,2
 637475220,2
 637475250,2
 637475280,2
 637475310,2
 637475340,2
 637475370,2
 637475400,2
 637475430,2
 637475460,2
 637475490,2
 637475520,2
 637475550,2
 637475580,2
 637475610,2
 637475640,2
 637475670,2
 637475700,2
 637475730,2
 637475760,2
 637475790,2
 637475820,2
 637475850,2
 637475880,2
 637475910,2
 637475940,2
 637475970,2
 637476000,2
 637476030,2
 637476060,2
 637476090,2
 637476120,2
 637476150,2
 637476180,2
 637476210,2
 637476240,2
 637476270,2
 637476300,2
 637476330,2
 637476360,2
 637476390,2
 637476420,2
 637476450,2
 637476480,2
 637476510,2
 637476540,2
 637476570,2
 637476600,2
 637476630,4
 637476660,4
 637476690,4
 637476720,4
 637476750,4
 637476780,4
 637476810,4
 637476840,4
 637476870,4
 637476900,4
 637476930,4
 637476960,4
 637476990,4
 637477020,0
 637477050,0
 637477080,0
 637477110,0
 637477140,0
 637477170,0
 637477200,0
 637477230,0
 637477260,0
 637477290,0
 637477320,0
 637477350,0
 637477380,0
 637477410,0
 637477440,0
 637477470,0
 637477500,0
 637477530,0
 637477560,0
 637477590,0
 637477620,0
 637477650,0
 637477680,0
 637477710,0
 637477740,0
 637477770,0
 637477800,0
 637477830,0
 637477860,0
 637477890,0
 637477920,0
 637477950,0
 637477980,0
 637478010,0
 637478040,0
 637478070,0
 637478100,0
 637478130,0
 637478160,0
 637478190,0
 637478220,0
 637478250,0
 637478280,0
 637478310,0
 637478340,1
 637478370,0
 637478400,0
 637478430,0
 637478460,1
 637478490,0
 637478520,0
 637478550,1
 637478580,0
 637478610,0
 637478640,0
 637478670,0
 637478700,1
 637478730,0
 637478760,0
 637478790,0
 637478820,0
 637478850,0
 637478880,0
 637478910,0
 637478940,0
 637478970,0
 637479000,0
 637479030,0
 637479060,0
 637479090,0
 637479120,0
 637479150,0
 637479180,0
 637479210,0
 637479240,0
 637479270,0
 637479300,0
 637479330,0
 637479360,0
 637479390,0
 637479420,0
 637479450,0
 637479480,0
 637479510,0
 637479540,0
 637479570,0
 637479600,0
 637479630,0
 637479660,0
 637479690,0
 637479720,0
 637479750,0
 637479780,0
 637479810,0
 637479840,0
 637479870,0
 637479900,0
 637479930,0
 637479960,0
 637479990,0
 637480020,0
 637480050,0
 637480080,0
 637480110,0
 637480140,0
 637480170,0
 637480200,0
 637480230,0
 637480260,0
 637480290,0
 637480320,0
 637480350,0
 637480380,0
 637480410,0
 637480440,0
 637480470,0
 637480500,0
 637480530,0
 637480560,0
 637480590,0
 637480620,0
 637480650,0
 637480680,0
 637480710,0
 637480740,0
 637480770,0
 637480800,0
 637480830,0
 637480860,0
 637480890,0
 637480920,0
 637480950,0
 637480980,0
 637481010,0
 637481040,0
 637481070,0
 637481100,0
 637481130,0
 637481160,0
 637481190,0
 637481220,0
 637481250,0
 637481280,0
 637481310,0
 637481340,0
 637481370,0
 637481400,0
 637481430,0
 637481460,0
 637481490,0
 637481520,0
 637481550,0
 637481580,0
 637481610,0
 637481640,0
 637481670,0
 637481700,0
 637481730,0
 637481760,0
 637481790,0
 637481820,0
 637481850,0
 637481880,0
 637481910,0
 637481940,0
 637481970,0
 637482000,0
 637482030,0
 637482060,0
 637482090,0
 637482120,0
 637482150,0
 637482180,0
 637482210,0
 637482240,0
 637482270,0
 637482300,0
 637482330,0
 637482360,1
 637482390,1
 637482420,1
 637482450,1
 637482480,1
 637482510,1
 637482540,1
 637482570,1
 637482600,1
 637482630,1
 637482660,1
 637482690,1
 637482720,1
 637482750,1
 637482780,1
 637482810,1
 637482840,1
 637482870,0
 637482900,1
 637482930,1
 637482960,0
 637482990,0
 637483020,0
 637483050,0
 637483080,0
 637483110,1
 637483140,0
 637483170,0
 637483200,1
 637483230,0
 637483260,1
 637483290,0
 637483320,0
 637483350,0
 637483380,0
 637483410,0
 637483440,0
 637483470,0
 637483500,0
 637483530,0
 637483560,0
 637483590,0
 637483620,0
 637483650,0
 637483680,0
 637483710,0
 637483740,0
 637483770,0
 637483800,0
 637483830,0
 637483860,0
 637483890,0
 637483920,0
 637483950,0
 637483980,0
 637484010,0
 637484040,0
 637484070,0
 637484100,0
 637484130,0
 637484160,0
 637484190,0
 637484220,0
 637484250,0
 637484280,0
 637484310,0
 637484340,0
 637484370,0
 637484400,0
 637484430,0
 637484460,0
 637484490,0
 637484520,0
 637484550,0
 637484580,0
 637484610,0
 637484640,0
 637484670,0
 637484700,0
 637484730,0
 637484760,0
 637484790,0
 637484820,0
 637484850,0
 637484880,0
 637484910,0
 637484940,0
 637484970,0
 637485000,0
 637485030,0
 637485060,0
 637485090,0
 637485120,0
 637485150,0
 637485180,0
 637485210,0
